"CaseID","weight","tm_start","tm_finish","duration","C1","C2","C3","I1","I2","I3","I4","I5","I6","I7","I8","I9","I10","RFQ1","RFQ2","RFQ3","REI1","REI2","REI3","REI4","MR1","MR2","MR3","EPQ1","EPQ2","EPQ3","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","DPES1","DPES2","DPES3","DPES4","DPES5","DPES6","DPES7","DPES8","DPES9","DPES10","DPES11","DPES12","DPES13","DPES14","DPES15","DPES16","DPES17","DPES18","DPES19","DPES20","DPES21","DIT0","DIT1","DIT2","DIT3","DIT4","DIT5","DIT6","DIT7","DIT8","DIT9","DIT10","DIT11","DIT12","RANK_DIT1","RANK_DIT2","RANK_DIT3","RANK_DIT4","RANK_DIT5","RANK_DIT6","RANK_DIT7","RANK_DIT8","RANK_DIT9","RANK_DIT10","RANK_DIT11","RANK_DIT12","MELS1","MELS2","MELS3","MELS4","MELS5","MELS6","MELS7","MELS8","MELS9","MELS10","MELS11","MELS12","MOPS11","MOPS12","Dov_mops101","Dov_mops102","Dov_mops103","Dov_mops104","Dov_mops105","Dov_mops106","Dov_mops107","Dov_mops108","Dov_mops109","Dov_mops110","Dov_mops111","Dov_mops112","Dov_mops113","MOPS21","MOPS22","Dov_mops201","Dov_mops202","Dov_mops203","Dov_mops204","Dov_mops205","Dov_mops206","Dov_mops207","Dov_mops208","Dov_mops209","Dov_mops210","Dov_mops211","Dov_mops212","Dov_mops213","Dov_mops301","Dov_mops302","Dov_mops303","Dov_mops304","Dov_mops305","Dov_mops306","Dov_mops307","Dov_mops308","Dov_mops309","Dov_mops310","Dov_mops311","Dov_mops312","MOPS3_01","MOPS3_02","MOPS3_03","MOPS3_04","MOPS3_05","MOPS3_06","MOPS3_07","MOPS3_08","MOPS3_09","MOPS3_10","MOPS3_11","MOPS3_12","MFSS1","MFSS2","MFSS3","MFSS4","MFSS5","MFSS6","MFSS7","MFSS8","MFSS9","MFSS10","MFSS11","MFSS12","MFSS13","MFSS14","MFSS15","MFSS16","MFSS17","MFSS18","MI1","MI2","MI3","MI4","MI5","MI6","MI7","MI8","MI9","MI10","CRQ1","CQR2_A","CQR2_B","CQR2_C","CQR2_D","IS1","IS2","IS3","IS4","IS5","IS6","IS7","IS8","IS9","IS10","SV1","SV2","SV3","SV4","SV5","SV6","SV7","SV8","SV9","SV10","SV11","SV12","SV13","SV14","SV15","SV16","SV17","SV18","SV19","SV20","SV21","TET1","TET2","TET3","TET4","TET5","TET6","TET7","TET8","TET9","TET10","TET11","TET12","TET13","TET14","TET15","Dov_version","Block15","EVA1","EVA2","EVA3","EVA4","EVA5","EVA6","EVA7","EVA8","EVA9","EVA10","EVA11","EVA12","Dov_game","Block17","PPAGE","ppagecat","ppagect4","PPEDUC","PPEDUCAT","PPETHM","PPGENDER","PPHHHEAD","PPHHSIZE","PPHOUSE","PPINCIMP","PPMARIT","PPMSACAT","PPREG4","ppreg9","PPRENT","PPSTATEN","PPT01","PPT1317","PPT18OV","PPT25","PPT612","PPWORK","PPNET","FR1","CORE_EMP","core_par","PPINCCAT","EVER_PAR","PPADOPT2","ppcu0153","ppfs0681","ppfs0682","ppfs0683","ppfs0684","ppfs0685","ppfs0686","ppfs0687","ppfs0678","ppfs0679","ppfs0680","pph10001","pph10002","pph10055","pph10056","pph10057","pph10059","pph10060","pph10061","pph10083","pph10084","pph10085","pph10087","pph10088","pph10089","pph10219","pph10220","pph10221","pph10252","pph10253","pph10254","pph10255","pph10256","pph10257","pph1anxi","pph1depr","pph1inso","pph1ment","pphi0016","pphi0018","pphi0041","pphi0046","pphi0047","pphi0048","ppl10003","ppl10004","ppl10005","ppl10007","ppl10008","ppl10009","ppl10012","ppl10013","ppl10014","ppl10017","ppl10018","ppl10019","ppl10021","ppl10055","pppa0012","pppa0073","pppa0074","pppa0075","pppa0076","pppa0077","pppa0078","pppa0079","pppa0080","pppa0081","pppa0082","pppa0083","pppa0084","pppa0085","pppa0206","pppa0207","pppa0208","pppa0209","pppa0210","pppa0211","pppa0212","pppa0213","Display_time","Block7_page_time","DIT1_time","DIT1_RANK_time","Block4_time","Block9_time","Block14A_time","Block8_time","Block8_MOPS1_time","Block8_MOPS2_time","Block8_MOPS3_time","Block11_CRQ1_time","Block11_CQR2_time","Block6_time","Block14B_time","Block5_time","Block13_time","Block10_time","I9_time","SantaClara_time","Block2_time","I10_time","Block1_time","Block3_time","Block14C_time","Block16_time","IntroB15_time","Block15_time","Block12_time","Q1_time","Q42_time","Q43_time","Q44_time","Q45_time","Q1_health_time","Q4_time","Q19_time","Q35_time","Q36_time","Q1_LIFE1_time","Q1_LIFE2_time","Q1_LIFE3_time","Q2_time","Q3_LIFE_time","Q12_LIFE_time","FR1_time","Q20_Loop_2_time","Q37_time","Q20_Loop_1_time","Q20_Loop_4_time","pppa0233","pppa0016","pppa0017","pppa0035","pppa0041","pppa0042","pppa0043","pppa0044","pppa0045","pppa0046","pppa0047","pppa0048","pppa0049","pppa0050","pppa0051","pppa0070","pppa0071","pppa0086","pppa0087","pppa0088","pppa0089","pppa0090","pppa0092","pppa0093","pppa0094","pppa0095","pppa0096","pppa0097","pppa0098","pppa0099","pppa0100","pppa0101","pppa0102","partyid7","pppa0005","pppa0006","ppp20072"
1288,0.33,3/16/2012,3/16/2012,60,4,3,3,2,4,3,3,1,4,4,4,2,2,2,2,2,2,4,4,4,7,2,2,5,2,2,4,2,3,6,2,2,3,5,7,7,3,1,6,5,6,5,5,5,3,6,6,6,5,6,6,4,5,4,5,5,4,5,5,5,1,4,4,3,4,5,4,1,3,4,3,4,4,4,1,4,2,-1,-1,-1,-1,4,-1,-1,-1,-1,1,3,6,6,6,-1,1,1,4,5,4,3,2,1,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,4,5,,,4,5,,,5,,5,,5,8,8,8,8,8,8,5,6,8,6,8,5,7,6,8,6,8,7,7,5,1,5,5,1,2,2,7,4,5,5,3,6,1,2,1,5,1,5,3,2,5,4,2,6,1,2,3,3,4,1,3,4,1,4,4,3,5,3,4,4,3,2,2,3,3,3,2,2,5,4,4,5,5,4,4,4,4,4,1,2,4,5,4,5,4,4,4,3,4,4,2,4,1,6,56,5,3,11,3,2,1,1,5,1,13,1,1,3,6,1,63,1,0,3,0,1,1,1,"",0,0,3,1,5,5,3,4,2,2,2,3,1,4,2,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,2,4,4,4,4,2,4,5,3,5,2,40,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,92,183,158,98,296,59,209,98,102,82,73,83,209,44,366,332,170,14,29,70,7,77,244,33,95,28,40,147,,,,,,,,,,,,,,,,,12,,,,,7,1,1,1,2,2,2,1,4,4,2,4,1,4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2
1289,0.45,3/16/2012,3/16/2012,21,4,2,2,3,4,4,4,1,4,4,4,1,1,1,1,1,3,4,4,4,7,1,4,7,7,6,4,5,5,6,5,5,4,6,5,6,5,2,7,7,4,7,6,3,5,5,5,4,5,6,6,5,6,6,5,6,4,4,6,6,6,5,5,3,2,1,1,1,1,4,1,4,1,1,1,4,3,-1,-1,-1,-1,1,-1,4,-1,-1,-1,2,7,7,7,7,3,3,4,4,7,6,3,3,9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,6,11,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,4,4,4,,,4,,,4,,4,,5,8,8,8,8,8,4,8,4,8,1,8,5,4,4,3,3,8,7,7,4,1,5,5,1,5,6,7,3,4,1,6,1,1,1,1,5,1,5,1,1,5,5,5,5,4,3,5,4,4,3,3,4,4,4,3,3,5,5,4,3,4,4,5,4,3,3,4,3,4,3,3,5,3,4,3,3,4,3,2,1,5,5,5,4,5,4,5,3,3,4,3,5,1,9,34,2,2,10,3,1,1,1,6,1,12,1,1,2,3,1,32,1,0,2,1,2,1,1,"God decides what truth is.  i thank God that the truth is not contingent on me.  what kind of world would it be if i were in charge?  we are all tyrants.  we are all corrupt.  the only dependable source of truth is a Holy God.",0,1,3,1,2,2,4,4,1,3,3,4,1,4,3,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,2,2,2,2,2,2,2,2,2,4,2,50,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,35,69,48,33,129,20,59,40,10,15,34,37,69,18,81,109,63,4,8,23,3,18,27,43,38,12,25,51,,,,,,,,,,,,,,,,,67,,,,,4,4,4,1,2,3,2,2,4,5,5,5,5,5,5,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1
1290,0.87,3/16/2012,3/19/2012,4176,3,3,3,3,4,3,3,2,4,4,3,2,2,2,2,2,3,4,2,3,6,2,2,4,6,5,4,5,5,4,4,4,4,4,6,4,4,4,5,5,5,5,4,5,2,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,3,4,5,2,3,4,3,2,2,2,3,3,3,4,4,3,3,1,1,3,2,4,2,-1,4,2,3,-1,6,7,6,5,1,3,5,5,4,5,5,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,,4,3,,4,3,,,,3,2,,7,8,8,7,8,8,8,7,7,8,8,8,6,7,7,7,8,8,6,5,4,1,4,4,4,6,4,6,1,4,1,2,3,2,2,2,4,2,4,2,2,4,4,4,5,3,5,3,4,4,4,2,5,2,3,4,4,4,4,4,2,3,3,5,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,2,4,5,4,4,4,3,4,3,3,3,3,4,2,6,38,3,2,10,3,1,2,1,4,1,7,1,0,3,6,1,62,1,0,2,1,0,7,0,"",0,1,2,1,2,2,,,,,,,,3,3,3,3,2,,,,,,,,,,,,,2,1,1,,,,,,,0,0,0,0,,,,,,,2,3,2,2,3,2,2,3,2,5,3,0,4,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,83,176,571,83,322,31,108,98,34,29,67,44,140,311,224,297,271,6,13,56,6,36,49,91,75,4,51,134,23,,,,,7,10,7,7,7,171,37,27,11,10,17,8,,7,,,7,5,5,4,5,3,2,2,5,3,6,6,4,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
1291,0.45,3/16/2012,3/16/2012,32,2,3,3,2,2,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,5,4,4,6,5,6,4,2,1,4,2,4,4,4,5,6,5,3,5,6,4,5,5,6,5,5,5,6,5,6,5,5,5,5,5,5,4,6,6,6,5,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,4,3,-1,-1,2,-1,1,-1,-1,-1,-1,6,6,7,2,2,3,4,5,2,4,5,2,3,12,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,3,4,5,,3,,,4,,,,4,8,8,8,8,8,8,8,8,8,8,8,8,4,6,8,8,8,8,6,6,6,1,6,5,1,4,4,6,1,4,3,6,5,2,2,2,4,2,3,2,2,4,2,3,5,5,4,4,3,3,4,3,5,4,3,4,5,4,3,3,2,4,4,4,2,2,2,2,2,4,4,4,3,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,3,3,1,6,55,5,3,11,3,1,1,1,1,1,7,5,1,2,4,1,41,0,0,1,0,0,4,1,"",0,0,2,0,2,2,2,3,3,3,3,3,3,4,4,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,3,2,3,4,4,4,4,3,4,4,25,2,2,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,43,82,123,58,162,18,103,19,19,34,51,63,89,45,107,144,92,9,16,22,5,31,27,221,43,7,32,89,,6,5,8,39,,,,,,,,,,,,7,,,,,,-1,-1,1,2,5,3,2,5,1,5,1,1,3,6,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,-1,4
1292,0.3,3/16/2012,3/16/2012,36,-1,-1,-1,2,4,4,2,2,4,3,4,2,-1,-1,-1,-1,2,3,4,2,3,1,2,6,4,5,5,4,6,4,4,6,5,4,5,5,6,2,6,5,5,6,4,6,6,6,4,6,4,6,5,5,5,5,6,6,5,3,5,5,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,3,4,3,5,4,1,1,1,2,2,6,4,2,1,9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,4,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,,-1,,-1,,-1,-1,,-1,,-1,,4,8,8,8,8,8,2,5,8,-1,8,8,5,4,3,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,5,3,2,-1,2,4,2,4,2,2,-1,4,4,5,-1,4,2,4,2,3,3,5,-1,3,5,2,5,2,3,2,4,2,4,2,2,2,2,2,-1,-1,-1,-1,-1,3,2,3,3,3,1,2,4,5,5,4,5,4,5,3,3,2,1,4,2,9,25,2,1,10,3,1,2,1,5,1,12,1,1,2,3,1,31,1,0,2,2,0,7,1,"",0,1,3,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,6,6,5,1,4,2,3,5,3,1,3,0,4,2,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,56,122,63,100,398,32,201,46,15,20,106,61,128,10,130,193,94,4,12,31,5,11,33,35,62,24,34,61,,,,,,,,,,,,,,,,,6,,,,,15,3,2,4,5,5,4,3,4,6,4,5,4,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-2,-1
1294,2.68,3/16/2012,3/16/2012,16,3,3,2,2,3,3,3,3,3,2,1,5,3,2,3,2,4,4,4,4,-1,-1,-1,-1,-1,-1,6,6,6,5,6,6,6,6,5,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,1,3,4,4,2,4,4,4,3,3,4,4,4,-1,4,-1,-1,2,-1,1,-1,-1,-1,-1,3,4,6,6,3,2,2,5,5,5,3,4,4,7,9,0,0,0,0,0,0,1,0,1,0,0,0,0,11,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,,2,,3,4,,3,,2,,2,,6,3,6,6,7,6,8,3,6,8,8,7,6,5,8,8,8,4,6,6,6,2,5,6,3,6,6,5,2,3,5,6,4,3,4,4,5,3,4,4,4,4,4,2,2,2,2,2,3,3,2,2,3,2,2,2,3,3,2,2,2,2,2,2,1,1,2,1,2,4,4,4,4,4,4,4,4,4,4,1,2,4,4,3,3,2,3,4,3,3,3,3,3,1,8,19,1,1,9,2,1,2,0,2,1,5,5,0,3,7,3,71,0,0,2,0,0,4,1,"",0,0,2,0,2,3,-2,-2,-2,-2,-2,-2,-2,3,3,3,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,2,2,1,2,2,2,2,2,3,4,2,35,3,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,35,71,56,0,125,33,49,30,19,54,23,17,107,13,46,39,45,4,9,26,8,18,18,10,29,12,17,42,,,,,,,,,,,,,,,,,2,,,,,15,2,2,2,3,3,3,2,4,4,5,4,4,4,5,13,-2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,-2,-2,5
1295,1.7,3/16/2012,3/16/2012,52,3,2,3,4,3,4,5,5,4,5,5,5,4,7,7,7,4,4,4,4,4,7,7,5,5,5,2,6,7,6,1,1,5,1,6,6,6,2,1,4,1,5,6,3,3,6,6,6,5,2,6,4,4,4,4,4,5,4,3,5,2,6,2,2,2,5,4,1,1,3,4,4,2,3,3,3,-1,1,2,-1,-1,3,-1,-1,-1,4,-1,-1,6,7,6,5,1,1,4,4,1,1,1,1,8,11,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,,,1,1,,1,1,,,1,,8,8,8,6,8,6,8,8,5,2,8,8,8,8,8,8,7,8,3,4,1,2,6,2,5,1,3,3,1,6,1,1,3,2,2,3,3,5,3,3,3,4,4,1,5,4,3,5,3,5,3,5,5,4,3,5,6,5,5,5,4,3,5,4,1,2,2,1,2,2,3,3,2,4,4,4,4,4,4,2,2,4,4,1,5,1,4,1,4,2,3,2,1,2,4,50,4,3,14,4,1,2,1,1,3,14,1,1,2,3,1,33,0,0,1,0,0,1,0,"",0,0,4,0,5,2,,,,,,,,4,2,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,1,6,5,5,3,5,5,2,5,5,-1,2,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,370,54,106,764,47,273,33,99,31,41,17,26,145,117,28,103,169,96,9,16,26,6,26,28,260,61,12,29,82,29,,,,,,,,,,,,,,,,5,,,,,6,4,4,1,2,4,1,2,4,1,2,1,2,2,4,13,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,-2,6
1296,0.66,3/16/2012,3/16/2012,144,2,2,4,2,5,2,2,3,3,3,2,3,2,2,2,4,3,3,4,3,4,5,2,6,2,2,4,4,4,2,6,7,4,6,6,2,5,4,4,6,4,6,5,4,6,6,5,3,4,5,6,4,4,6,4,3,5,2,2,6,3,2,3,2,3,4,2,3,3,2,5,3,3,3,4,3,1,3,2,2,4,2,4,2,1,4,3,3,3,1,4,1,2,5,4,6,4,4,4,1,12,8,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,2,3,,,,,4,4,,2,,5,3,2,4,4,2,6,4,3,3,5,2,4,2,2,3,2,3,8,4,5,4,4,5,4,6,4,4,4,3,4,6,4,4,3,4,4,4,2,4,3,3,3,3,5,5,4,2,4,3,3,5,3,4,4,3,5,3,5,3,3,4,4,5,3,2,5,4,4,4,4,2,3,3,3,4,3,4,3,3,1,2,3,4,5,4,5,5,3,4,4,5,3,4,2,6,57,5,3,5,1,1,1,1,1,1,4,3,1,2,3,1,32,0,0,1,0,0,6,0,"no",1,0,2,1,5,3,,,,,,,,4,4,1,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,3,-2,-2,-2,-2,-2,-2,0,0,1,0,,,,,,,1,6,6,3,3,6,5,2,5,5,1,0,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19,328,426,2809,81,753,65,256,62,82,90,79,183,412,124,931,315,376,37,42,94,37,57,79,155,248,41,79,262,,,,,,,,,,,,,,,,,20,,,,,4,2,2,3,5,5,3,3,5,3,6,6,1,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-2,5
1297,3.56,3/16/2012,3/16/2012,32,4,2,4,1,1,3,3,4,4,5,5,3,3,4,4,4,3,4,3,3,2,4,4,2,6,4,4,6,2,2,2,2,4,4,6,6,6,2,4,4,2,6,6,6,4,6,6,6,5,5,6,6,6,6,6,6,6,5,4,6,5,6,6,3,5,1,-1,1,-1,-1,-1,5,1,1,1,1,2,-1,-1,-1,-1,-1,-1,1,-1,3,-1,4,7,7,7,4,1,1,7,7,3,1,1,1,2,9,0,1,0,0,0,0,0,0,1,0,0,0,0,7,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,5,1,5,,5,,1,,1,,,,8,8,8,8,8,8,8,8,8,8,1,8,1,8,8,8,8,8,7,7,4,1,7,4,1,4,4,7,1,6,2,2,4,2,2,2,4,2,4,2,2,4,4,2,4,2,2,2,3,2,2,4,3,2,2,4,3,4,2,3,2,2,2,3,2,2,2,3,2,4,4,4,4,4,3,4,4,4,4,2,-1,5,5,3,5,3,5,3,4,4,4,3,3,1,11,21,1,1,9,2,4,1,0,4,1,11,6,1,3,5,1,59,1,0,3,0,0,2,0,"",0,1,2,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,19,-2,2,4,1,4,5,1,5,5,5,3,5,5,1,3,3,40,5,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,39,113,103,74,168,19,177,23,33,43,64,60,113,30,158,173,84,11,20,33,5,19,25,27,121,32,38,59,,,,,,,,,,,,,,,,,5,,,,,4,3,2,3,2,4,2,2,5,3,4,4,3,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2
1298,0.31,3/16/2012,3/16/2012,38,4,1,3,2,3,3,4,2,4,2,4,2,2,1,1,1,3,4,4,4,7,4,2,6,6,5,5,6,4,6,3,4,4,2,6,6,5,2,4,5,5,3,6,6,4,6,5,5,6,5,6,3,5,6,7,7,6,5,7,6,5,5,6,3,4,4,4,2,4,3,4,4,3,5,3,3,-1,3,-1,-1,-1,-1,-1,2,-1,1,4,-1,6,7,6,7,1,3,5,5,7,7,5,4,11,8,0,0,0,0,0,0,0,1,0,0,1,0,0,7,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,,,,,5,4,5,5,3,,5,,8,8,8,6,8,8,8,5,6,8,8,8,6,7,7,4,4,8,6,5,4,1,5,6,2,5,6,6,1,6,7,2,6,1,2,1,4,1,3,2,1,3,5,3,5,2,4,4,2,4,2,3,5,3,3,4,2,3,2,4,3,2,5,4,2,2,3,2,3,4,4,3,4,3,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,3,3,1,4,2,4,71,6,4,13,4,1,1,1,2,1,12,1,1,4,8,1,88,0,0,2,0,0,4,1,"Provides a sense of balance in facing life's situations",1,0,3,1,2,1,4,4,1,2,3,4,3,3,2,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,1,3,1,2,3,5,2,2,4,2,2,44,2,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,55,176,144,82,191,40,154,34,21,31,63,71,152,55,128,192,120,11,17,38,10,36,40,47,86,20,27,116,,,,,,,,,,,,,,,,,72,,,,,4,1,2,1,5,2,2,2,2,1,2,1,2,2,6,2,2,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,5,1,1,2
1300,1.04,3/16/2012,3/18/2012,2082,3,3,4,2,3,2,2,3,3,4,5,2,2,1,2,1,4,4,3,3,5,4,3,6,4,5,4,4,4,4,4,4,4,2,6,4,6,2,6,4,2,5,5,5,5,6,6,6,4,4,6,5,5,4,7,6,6,6,6,7,4,6,5,3,4,2,2,2,2,4,2,3,4,3,3,2,1,3,-1,4,-1,-1,-1,2,-1,-1,-1,-1,7,7,7,5,2,6,6,6,4,7,7,7,7,8,0,0,0,0,0,0,1,1,0,0,0,0,0,9,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,,,,,3,4,4,3,3,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,4,1,6,4,1,4,4,7,4,4,1,2,6,2,2,1,3,3,4,1,3,4,4,4,5,2,5,1,3,2,2,2,4,2,3,4,2,4,2,5,2,3,4,4,1,2,1,1,1,5,5,4,5,4,3,4,4,4,4,1,2,4,4,4,4,3,4,4,2,4,3,3,3,1,6,57,5,3,9,2,1,2,1,3,1,11,1,1,2,4,1,42,0,0,3,0,0,1,1,"Respect",0,0,2,1,2,3,2,2,2,3,4,3,4,4,2,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,4,2,5,2,1,4,5,4,2,4,2,40,5,2,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,266,530,893,136,136,42,158,36,48,36,219,87,161,71,224,369,555,18,34,63,6,44,50,61,76,8,45,211,,,,,,,,,,,,,,,,,40,,,,,7,5,4,3,3,2,3,3,4,6,6,6,3,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
1302,1.36,3/16/2012,3/16/2012,25,3,3,3,3,3,3,3,4,3,4,5,4,3,5,5,5,2,4,2,2,5,4,4,3,4,3,4,5,4,4,4,4,4,4,5,4,5,3,3,5,5,4,7,7,5,7,6,7,7,6,6,6,7,7,7,7,7,6,5,6,6,6,6,3,-1,4,3,1,2,3,3,3,2,2,2,2,-1,1,-1,4,-1,-1,-1,2,-1,3,-1,-1,5,5,5,5,1,1,3,3,3,3,3,3,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,12,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,,5,5,,,,,5,-1,4,,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,4,1,5,4,1,3,5,5,1,6,1,2,2,2,3,2,4,2,4,2,2,4,4,3,5,4,3,2,4,4,4,4,5,3,3,3,3,5,3,3,4,4,4,4,2,1,1,2,1,4,4,4,4,4,3,4,4,4,5,1,2,4,4,2,3,2,4,2,3,2,4,2,2,2,6,58,5,3,9,2,1,2,1,2,1,13,6,0,4,9,1,91,0,0,2,0,0,1,1,"",1,0,3,1,2,2,3,3,3,3,2,3,2,4,3,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,2,3,3,3,2,3,2,3,1,2,2,40,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,40,73,100,55,161,25,86,31,30,21,28,37,78,25,92,147,86,9,12,22,6,31,48,34,47,11,22,74,,,,,,,,,,,,,,,,,8,,,,,7,5,5,2,3,5,3,3,5,4,4,5,1,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6
