"CaseID","weight","tm_start","tm_finish","duration","C1","C2","C3","I1","I2","I3","I4","I5","I6","I7","I8","I9","I10","RFQ1","RFQ2","RFQ3","REI1","REI2","REI3","REI4","MR1","MR2","MR3","EPQ1","EPQ2","EPQ3","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","DPES1","DPES2","DPES3","DPES4","DPES5","DPES6","DPES7","DPES8","DPES9","DPES10","DPES11","DPES12","DPES13","DPES14","DPES15","DPES16","DPES17","DPES18","DPES19","DPES20","DPES21","DIT0","DIT1","DIT2","DIT3","DIT4","DIT5","DIT6","DIT7","DIT8","DIT9","DIT10","DIT11","DIT12","RANK_DIT1","RANK_DIT2","RANK_DIT3","RANK_DIT4","RANK_DIT5","RANK_DIT6","RANK_DIT7","RANK_DIT8","RANK_DIT9","RANK_DIT10","RANK_DIT11","RANK_DIT12","MELS1","MELS2","MELS3","MELS4","MELS5","MELS6","MELS7","MELS8","MELS9","MELS10","MELS11","MELS12","MOPS11","MOPS12","Dov_mops101","Dov_mops102","Dov_mops103","Dov_mops104","Dov_mops105","Dov_mops106","Dov_mops107","Dov_mops108","Dov_mops109","Dov_mops110","Dov_mops111","Dov_mops112","Dov_mops113","MOPS21","MOPS22","Dov_mops201","Dov_mops202","Dov_mops203","Dov_mops204","Dov_mops205","Dov_mops206","Dov_mops207","Dov_mops208","Dov_mops209","Dov_mops210","Dov_mops211","Dov_mops212","Dov_mops213","Dov_mops301","Dov_mops302","Dov_mops303","Dov_mops304","Dov_mops305","Dov_mops306","Dov_mops307","Dov_mops308","Dov_mops309","Dov_mops310","Dov_mops311","Dov_mops312","MOPS3_01","MOPS3_02","MOPS3_03","MOPS3_04","MOPS3_05","MOPS3_06","MOPS3_07","MOPS3_08","MOPS3_09","MOPS3_10","MOPS3_11","MOPS3_12","MFSS1","MFSS2","MFSS3","MFSS4","MFSS5","MFSS6","MFSS7","MFSS8","MFSS9","MFSS10","MFSS11","MFSS12","MFSS13","MFSS14","MFSS15","MFSS16","MFSS17","MFSS18","MI1","MI2","MI3","MI4","MI5","MI6","MI7","MI8","MI9","MI10","CRQ1","CQR2_A","CQR2_B","CQR2_C","CQR2_D","IS1","IS2","IS3","IS4","IS5","IS6","IS7","IS8","IS9","IS10","SV1","SV2","SV3","SV4","SV5","SV6","SV7","SV8","SV9","SV10","SV11","SV12","SV13","SV14","SV15","SV16","SV17","SV18","SV19","SV20","SV21","TET1","TET2","TET3","TET4","TET5","TET6","TET7","TET8","TET9","TET10","TET11","TET12","TET13","TET14","TET15","Dov_version","Block15","EVA1","EVA2","EVA3","EVA4","EVA5","EVA6","EVA7","EVA8","EVA9","EVA10","EVA11","EVA12","Dov_game","Block17","PPAGE","ppagecat","ppagect4","PPEDUC","PPEDUCAT","PPETHM","PPGENDER","PPHHHEAD","PPHHSIZE","PPHOUSE","PPINCIMP","PPMARIT","PPMSACAT","PPREG4","ppreg9","PPRENT","PPSTATEN","PPT01","PPT1317","PPT18OV","PPT25","PPT612","PPWORK","PPNET","FR1","CORE_EMP","core_par","PPINCCAT","EVER_PAR","PPADOPT2","ppcu0153","ppfs0681","ppfs0682","ppfs0683","ppfs0684","ppfs0685","ppfs0686","ppfs0687","ppfs0678","ppfs0679","ppfs0680","pph10001","pph10002","pph10055","pph10056","pph10057","pph10059","pph10060","pph10061","pph10083","pph10084","pph10085","pph10087","pph10088","pph10089","pph10219","pph10220","pph10221","pph10252","pph10253","pph10254","pph10255","pph10256","pph10257","pph1anxi","pph1depr","pph1inso","pph1ment","pphi0016","pphi0018","pphi0041","pphi0046","pphi0047","pphi0048","ppl10003","ppl10004","ppl10005","ppl10007","ppl10008","ppl10009","ppl10012","ppl10013","ppl10014","ppl10017","ppl10018","ppl10019","ppl10021","ppl10055","pppa0012","pppa0073","pppa0074","pppa0075","pppa0076","pppa0077","pppa0078","pppa0079","pppa0080","pppa0081","pppa0082","pppa0083","pppa0084","pppa0085","pppa0206","pppa0207","pppa0208","pppa0209","pppa0210","pppa0211","pppa0212","pppa0213","Display_time","Block7_page_time","DIT1_time","DIT1_RANK_time","Block4_time","Block9_time","Block14A_time","Block8_time","Block8_MOPS1_time","Block8_MOPS2_time","Block8_MOPS3_time","Block11_CRQ1_time","Block11_CQR2_time","Block6_time","Block14B_time","Block5_time","Block13_time","Block10_time","I9_time","SantaClara_time","Block2_time","I10_time","Block1_time","Block3_time","Block14C_time","Block16_time","IntroB15_time","Block15_time","Block12_time","Q1_time","Q42_time","Q43_time","Q44_time","Q45_time","Q1_health_time","Q4_time","Q19_time","Q35_time","Q36_time","Q1_LIFE1_time","Q1_LIFE2_time","Q1_LIFE3_time","Q2_time","Q3_LIFE_time","Q12_LIFE_time","FR1_time","Q20_Loop_2_time","Q37_time","Q20_Loop_1_time","Q20_Loop_4_time","pppa0233","pppa0016","pppa0017","pppa0035","pppa0041","pppa0042","pppa0043","pppa0044","pppa0045","pppa0046","pppa0047","pppa0048","pppa0049","pppa0050","pppa0051","pppa0070","pppa0071","pppa0086","pppa0087","pppa0088","pppa0089","pppa0090","pppa0092","pppa0093","pppa0094","pppa0095","pppa0096","pppa0097","pppa0098","pppa0099","pppa0100","pppa0101","pppa0102","partyid7","pppa0005","pppa0006","ppp20072"
1303,1.44,3/16/2012,3/20/2012,6104,5,5,5,2,5,3,3,1,1,3,5,2,4,1,1,1,3,3,3,3,1,1,1,2,3,7,4,1,4,3,4,4,5,4,7,4,4,4,4,4,4,6,6,5,6,6,4,4,6,5,6,4,5,5,6,4,-1,3,5,5,6,7,7,3,5,5,5,1,1,1,5,5,5,5,3,3,1,3,4,4,4,3,1,1,1,1,3,1,7,7,7,7,1,1,5,5,4,2,7,7,7,4,0,0,0,1,0,0,1,0,0,0,0,0,0,11,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,,,4,5,2,,5,5,,,4,,8,8,8,8,8,8,8,7,7,8,8,8,7,7,8,8,8,8,7,7,-1,1,7,7,5,1,4,7,1,4,3,1,5,1,3,-1,4,1,3,2,2,3,-1,3,5,1,3,2,3,3,1,1,4,1,3,3,2,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,5,3,2,1,5,4,5,5,2,5,5,4,5,5,2,3,2,6,72,6,4,10,3,4,2,1,1,3,5,5,1,3,5,2,52,0,0,1,0,0,6,0,"To seek and try to lead a moral life I must seek that way by faith and truth of my true birthright (as all of the human race-male/female on earth) in trust and truth  of my Supreme Creator/Spirit.  I believe!Not by the name of a religion althou",1,0,2,1,3,3,-2,-2,-2,-2,-2,-2,-2,4,3,3,4,1,1,0,1,1,1,0,-2,-2,-2,-2,-2,-2,5,1,2,-2,-2,-2,-2,-2,-2,1,0,0,0,19,-2,1,2,1,2,6,6,1,5,1,3,5,4,2,3,2,20,3,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,93,374,559,150,343,86,1301,104,85,66,159,183,327,110,432,622,3678,38,27,94,26,31,93,143,148,25,112,264,,,,,101,,,,,,,,,,,,1663,,,,,14,1,2,2,5,5,1,1,4,3,6,2,1,2,6,3,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7,1,1,1
1304,1,3/16/2012,3/16/2012,47,3,2,4,2,3,3,3,2,4,4,4,2,1,1,1,1,3,4,4,4,5,2,4,4,3,5,4,4,4,6,4,3,5,4,6,5,5,3,5,5,5,5,6,6,5,6,5,5,5,5,6,6,6,6,6,5,6,5,6,2,5,6,6,1,3,5,4,2,4,3,4,5,3,3,2,1,-1,1,2,4,-1,3,-1,-1,-1,-1,-1,-1,5,6,6,6,1,4,5,5,6,5,6,5,6,9,0,0,0,0,0,1,0,0,1,0,0,0,0,5,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,,,,4,2,5,,,3,2,,2,7,8,7,7,8,8,8,7,8,7,7,8,7,7,8,7,8,8,7,6,6,1,6,5,2,5,6,6,1,6,3,4,5,2,2,3,4,2,4,3,3,4,5,2,4,1,3,2,4,2,2,3,3,2,2,3,1,4,2,3,3,1,2,2,4,5,4,4,2,4,3,4,5,4,5,3,4,5,4,1,2,4,4,5,4,4,5,4,4,5,4,3,3,1,5,55,5,3,12,4,2,1,1,1,3,8,5,0,3,6,2,62,0,0,1,0,0,1,0,"charater and integrity are evident in your actions even when others are not present to see them.  good deeds have their own rewards.",0,0,2,0,4,2,2,3,2,3,2,2,2,3,4,3,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,3,3,3,4,4,4,4,4,4,4,3,40,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,85,154,325,90,236,54,157,82,25,37,92,89,184,29,163,198,99,15,19,46,10,35,52,51,70,15,40,138,,,,,,,,,,,,,,,,,123,,,,,12,1,1,1,2,3,1,3,5,1,6,1,1,4,6,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,4
1305,0.6,3/16/2012,3/16/2012,22,1,5,1,1,1,4,2,4,5,1,1,5,4,7,7,7,2,5,4,4,5,2,2,5,2,5,1,1,1,1,1,6,6,6,2,2,1,6,7,7,6,6,5,5,3,5,2,6,7,6,7,3,6,6,2,5,4,2,2,5,2,2,2,3,5,3,4,2,4,5,3,4,4,4,4,2,2,-1,-1,-1,4,1,-1,-1,-1,-1,-1,3,7,7,7,7,2,2,3,3,4,7,7,2,9,3,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,,5,,5,,,,5,3,,5,5,8,8,6,8,8,8,8,8,7,1,8,8,8,7,8,8,8,6,5,2,1,3,2,2,5,6,6,4,3,4,4,7,2,2,4,4,2,4,2,2,4,4,1,2,1,4,1,6,1,5,1,5,1,3,5,1,6,1,5,1,3,3,2,2,4,2,5,1,3,4,5,4,2,4,4,4,4,2,2,1,5,5,1,4,1,4,1,3,2,2,3,1,1,1,44,3,2,9,2,1,1,0,3,3,12,5,1,1,2,2,21,0,0,3,0,0,1,0,"no.",0,0,3,0,5,1,4,2,3,3,1,4,1,4,3,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,6,3,2,4,4,6,4,3,3,5,3,40,5,2,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,49,81,139,34,134,58,67,18,8,17,31,40,94,21,70,110,60,4,10,23,4,15,20,23,41,12,76,53,,,,,,,,,,,,,,,,,7,,,,,11,5,5,1,3,5,3,1,5,1,2,1,2,6,2,3,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,2,6
1306,1.93,3/16/2012,3/16/2012,15,3,3,3,5,5,5,5,5,5,5,5,3,1,4,4,4,3,3,3,3,4,1,4,1,4,4,7,7,5,7,4,7,7,7,7,7,7,4,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,5,5,5,5,1,5,1,1,1,5,1,-1,1,3,-1,4,-1,-1,-1,-1,-1,2,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,11,0,0,0,1,0,0,0,0,0,0,1,0,0,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,,,,3,3,3,,,3,3,3,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,4,7,1,4,1,4,7,1,4,4,4,4,4,4,1,5,5,5,1,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,44,3,2,11,3,2,1,1,4,1,7,1,1,3,7,1,74,0,1,2,1,0,1,1,"",0,1,2,1,2,3,,,,,,,,3,3,1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,3,3,3,3,3,3,3,3,3,3,45,5,1,7,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,60,95,72,30,81,12,17,26,10,8,25,11,29,7,83,33,101,5,6,16,5,12,10,7,23,2,24,54,9,,,,,,,,,,,,,,,,0,,,,,4,2,3,3,4,4,4,1,4,6,6,6,6,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,-2,6
1307,0.61,3/16/2012,3/16/2012,33,3,3,4,3,2,3,3,2,3,4,2,2,2,2,3,2,2,4,3,3,5,2,2,4,4,5,4,5,4,4,4,4,5,4,4,4,4,3,5,6,6,6,5,6,4,5,5,5,6,4,5,5,5,5,4,4,4,5,5,4,4,4,4,1,2,4,4,1,4,4,4,4,3,3,2,2,3,1,2,4,3,4,3,3,3,4,4,4,5,6,5,3,1,2,4,4,4,5,3,2,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,3,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,,4,2,,,,,2,4,2,4,,4,7,7,5,6,7,7,4,5,8,7,7,5,7,7,4,5,6,6,5,4,2,4,4,2,4,4,5,1,5,4,2,3,2,3,3,4,3,3,3,3,4,3,5,4,2,5,4,4,3,4,2,4,3,5,5,3,4,4,5,4,3,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,2,1,4,4,4,4,4,4,4,4,-1,4,4,4,1,1,47,4,3,11,3,1,1,1,4,1,15,1,1,3,7,1,73,0,0,4,0,0,1,1,"",0,0,4,1,3,3,4,4,2,2,3,3,3,4,3,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,4,3,3,2,4,3,4,4,2,2,2,40,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,66,123,179,88,192,32,96,26,24,24,71,66,94,26,123,206,92,8,30,39,5,23,35,43,57,19,48,105,,,,,,,,,,,,,,,,,4,,,,,,3,3,1,1,2,1,2,4,4,1,2,2,5,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2
1309,0.88,3/16/2012,3/16/2012,18,2,2,2,1,1,1,1,1,2,3,3,2,2,2,2,2,2,4,4,4,1,3,1,3,3,3,6,-1,6,6,-1,6,-1,6,6,6,6,6,-1,-1,6,6,6,6,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,2,4,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,4,4,1,4,1,1,7,7,7,7,7,7,7,7,7,7,7,7,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5,11,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,4,5,,,3,,,5,,,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,5,6,6,6,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,-1,1,1,1,2,1,2,1,1,3,1,1,1,4,1,1,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,3,57,5,3,9,2,2,2,1,7,3,4,3,1,3,5,2,58,0,0,2,2,3,1,1,"no",0,0,2,1,1,1,3,4,3,4,4,3,4,3,3,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,4,2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,,,,,,,2,3,2,2,2,2,2,2,2,1,1,40,4,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,18,129,128,34,145,33,81,19,33,32,22,22,33,11,22,56,35,4,8,18,6,30,34,8,19,3,13,19,,,,,,,,,,,,,,,,,5,,,,,7,1,1,1,1,2,1,1,1,-1,1,2,1,1,2,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1
1310,1.55,3/16/2012,3/16/2012,26,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,2,1,1,1,2,1,4,4,5,6,4,6,7,4,6,7,6,1,6,7,5,7,5,5,4,3,4,4,6,4,6,4,5,6,4,4,4,4,4,4,4,6,4,3,5,4,3,3,3,4,3,5,3,3,3,3,1,2,2,4,1,1,2,1,2,1,2,4,6,6,6,6,4,4,5,5,4,7,7,7,3,7,0,0,1,0,0,0,1,0,0,0,0,0,0,11,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,,,5,4,3,,5,,4,,4,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,2,1,1,4,1,4,1,7,1,4,1,3,4,1,2,1,5,3,4,1,1,5,1,1,3,1,3,1,3,3,3,3,4,1,1,3,2,4,3,1,2,3,4,3,2,3,2,2,2,3,3,3,4,3,3,3,3,4,3,1,2,5,5,4,4,3,4,5,4,4,4,3,3,1,-1,68,6,4,4,1,1,1,0,2,4,6,6,0,3,6,1,61,0,0,2,0,0,5,1,"none",1,0,2,1,4,6,2,3,4,4,2,4,1,4,4,2,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,1,3,1,1,1,1,1,4,3,5,1,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,39,100,196,48,112,32,77,14,48,47,20,53,104,34,121,142,84,7,22,24,6,20,21,46,53,12,30,79,,,,,,,,,,,,,,,,,10,,,,,4,3,3,4,5,3,3,3,5,4,6,4,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-2,6
1311,0.93,3/16/2012,3/17/2012,367,1,3,3,2,2,3,2,1,3,3,3,1,1,1,1,1,1,3,4,1,7,1,1,2,7,6,5,2,4,5,3,4,6,4,5,4,4,1,4,7,4,7,6,6,4,5,6,6,5,6,4,7,6,6,6,4,6,6,4,4,4,6,5,3,3,3,4,1,3,4,4,4,3,3,4,1,-1,4,4,1,3,3,2,-1,1,-1,1,2,7,7,7,7,1,3,4,4,7,4,3,1,9,5,0,0,0,0,1,0,0,0,1,0,0,0,0,12,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,,,3,,5,2,,,5,,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,1,1,4,4,2,1,4,7,1,6,4,4,2,1,1,3,5,1,2,2,2,4,4,3,5,2,2,2,3,3,2,2,4,3,2,4,2,3,2,4,1,3,1,2,1,2,2,1,2,5,5,5,5,5,4,4,4,4,4,2,1,5,5,5,5,5,5,5,5,5,5,5,5,2,6,51,4,3,14,4,1,2,1,2,1,15,1,1,2,4,1,43,0,0,2,0,0,2,1,"",1,0,4,1,3,6,4,3,1,1,2,4,2,3,1,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,4,2,5,2,3,3,3,5,2,3,5,30,5,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,122,247,254,127,14946,41,180,89,16,110,82,77,184,39,203,290,172,8,19,42,6,35,59,72,108,33,83,4192,,15,18,10,51,,,,,,,,,,,,25,,,,,6,5,4,3,4,4,3,2,4,2,6,4,2,5,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1
1312,1.28,3/16/2012,3/16/2012,48,2,5,2,1,1,3,3,3,3,3,5,4,3,4,6,6,2,4,2,2,2,4,4,2,2,2,4,2,2,2,2,4,6,2,6,5,6,3,6,6,6,6,5,5,6,6,5,5,5,4,5,5,6,5,5,5,5,6,6,5,4,4,4,1,3,5,4,1,5,3,4,3,3,3,3,2,-1,1,4,-1,3,-1,2,-1,-1,-1,-1,-1,4,7,6,2,1,1,3,3,3,3,4,3,2,9,0,1,0,0,0,0,0,0,1,0,0,0,0,4,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,,2,,2,,,,4,4,,1,4,5,7,7,8,8,8,8,5,6,7,5,5,4,7,6,8,6,8,7,6,3,1,3,4,3,3,3,6,1,6,2,2,2,2,3,3,4,4,4,3,4,3,4,4,2,6,3,3,5,5,2,4,2,2,5,3,4,5,2,5,2,5,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,2,5,5,3,2,3,4,3,4,3,4,3,2,1,6,62,5,4,10,3,1,2,1,1,1,11,3,1,4,8,1,86,0,0,1,0,0,1,0,"",0,0,2,0,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,2,5,2,5,6,5,5,2,4,5,40,2,1,6,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,135,114,78,60,767,73,163,29,30,33,79,59,143,27,164,274,110,8,18,30,6,64,42,33,55,18,41,120,,,,,,,,,,,,,,,,,4,,,,,15,5,5,1,1,5,1,1,5,1,5,4,1,6,6,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,5
1313,0.72,3/16/2012,3/16/2012,7,3,3,3,1,3,2,3,1,4,3,5,2,2,3,3,3,3,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,7,4,4,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,-1,-1,,,-1,-1,,-1,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,3,3,3,4,3,3,3,3,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,41,3,2,9,2,4,1,1,1,3,6,4,1,4,9,2,93,0,0,1,0,0,1,0,"",0,0,2,0,3,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,19,-2,1,2,1,3,3,3,3,3,3,3,3,3,3,5,3,30,-1,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,8,7,9,10,7,8,20,30,16,13,7,6,47,10,20,13,15,15,15,27,7,5,22,8,6,6,10,42,,,,,,,,,,,,,,,,,4,,,,,4,3,3,2,3,4,3,2,4,4,3,3,2,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,3
1314,0.62,3/16/2012,3/16/2012,46,4,2,3,2,2,2,3,2,2,3,3,2,2,2,2,2,3,4,4,3,2,4,2,2,2,2,4,4,5,5,5,4,6,6,6,6,7,2,7,6,7,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,6,5,3,4,5,4,1,4,3,3,3,3,3,4,3,-1,1,2,4,-1,-1,-1,-1,-1,3,-1,-1,7,7,6,6,1,1,4,4,3,6,7,3,12,2,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,3,4,3,4,3,,,,,,,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,4,2,6,3,3,5,6,5,1,6,1,3,2,2,4,4,4,4,4,3,1,4,4,3,4,2,2,2,3,2,2,2,3,3,2,2,2,3,2,3,2,3,2,3,-1,2,2,3,3,4,4,4,3,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,-1,4,4,1,6,51,4,3,10,3,2,1,1,4,1,17,1,1,3,5,1,58,0,1,3,0,0,1,1,"I think it just was the moral and ethical thing to do(share the tickets).",0,1,4,1,4,3,4,4,3,2,3,4,2,3,2,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,1,5,4,2,2,5,5,1,5,5,50,2,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,186,147,206,51,154,36,128,25,39,38,120,105,128,32,135,224,283,7,15,28,4,50,40,21,56,17,51,106,,,,,,,,,,,,,,,,,171,,,,,7,1,2,1,2,2,2,2,5,1,5,3,1,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2
1315,0.16,3/16/2012,3/17/2012,137,4,2,4,2,1,1,2,2,3,3,2,1,1,1,2,1,1,4,1,1,5,3,2,5,5,7,5,4,5,6,4,6,6,5,6,7,7,1,7,5,3,5,7,7,6,6,7,6,7,6,7,7,7,7,6,6,7,7,7,7,6,6,6,1,5,5,5,1,5,3,3,5,5,5,5,5,3,-1,-1,-1,-1,-1,-1,1,-1,2,-1,4,7,7,7,6,1,1,6,6,7,7,6,1,8,4,0,0,0,1,0,0,0,1,0,0,0,0,0,5,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,,,3,5,1,,,5,,2,,3,8,8,8,8,8,7,8,7,8,8,7,8,8,7,7,8,8,8,7,5,4,1,5,4,1,6,5,7,3,4,1,7,1,1,3,1,5,1,5,5,5,3,5,4,4,1,2,1,1,1,1,1,3,2,2,3,2,4,2,3,1,1,2,3,2,1,1,2,1,5,4,4,5,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,62,5,4,13,4,5,2,1,2,1,12,1,1,3,7,1,73,0,0,2,0,0,5,1,"",1,0,3,1,,1,3,3,1,3,3,3,1,4,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,2,2,2,1,4,4,5,5,2,2,4,20,5,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,46,108,119,138,313,40,2979,28,68,53,38,43,218,36,113,148,130,6,14,37,6,24,691,123,42,395,563,154,16,6,5,5,30,6,6,6,7,5,21,21,21,9,7,12,4,,,,,4,2,2,1,5,2,1,2,3,5,5,1,1,2,5,2,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,7,1,1,2
